Project ID,Region,Subregion,DEP Segment,Station ID,Date/time (EASTERN STANDARD TIME),Surface or Bottom,Sample depth (m),Enterococcus (#/100mL),Enterococcus '<' or  '>',E. coli (#/100mL),E. coli    '<' or  '>',Fecal coliform (#/100mL),Fecal coliform '<' or  '>',"Logan Rainfall (current day), in.","Logan Rainfall (current day + previous day), in.","Logan Rainfall (current day + previous 2 days), in.",Swimmable,E. coli (#/100mL)/Fecal coliform (#/100mL)
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/30/90 10:47,S,0,900,,,,1475,,0,0,0.33,N,1475
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/30/90 10:41,S,0,710,,,,1250,,0,0,0.33,N,1250
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/30/90 10:35,S,0,615,,,,6125,,0,0,0.33,N,6125
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/29/90 12:03,S,0,555,,,,778,,0,0.33,0.33,N,778
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/29/90 12:03,S,0,355,,,,833,,0,0.33,0.33,N,833
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,10/25/90 11:46,S,0,1025,,,,1975,,0,0.62,1.3,N,1975
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,10/25/90 11:46,S,0,925,,,,1850,,0,0.62,1.3,N,1850
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,10/25/90 11:35,S,0,1800,,,,1400,,0,0.62,1.3,N,1400
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,10/25/90 11:25,S,0,1150,,,,1725,,0,0.62,1.3,N,1725
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,10/25/90 11:16,S,0,1875,,,,2175,,0,0.62,1.3,N,2175
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,10/25/90 11:13,S,0,1325,,,,1900,,0,0.62,1.3,N,1900
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,10/25/90 11:08,S,0,2075,,,,2025,,0,0.62,1.3,N,2025
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/25/90 11:04,S,0,975,,,,1475,,0,0.62,1.3,N,1475
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/25/90 11:01,S,0,1125,,,,1825,,0,0.62,1.3,N,1825
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/25/90 10:59,S,0,2200,,,,2775,,0,0.62,1.3,N,2775
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/25/90 10:54,S,0,1050,,,,1175,,0,0.62,1.3,N,1175
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/25/90 10:48,S,0,613,,,,1100,,0,0.62,1.3,N,1100
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,10/24/90 11:11,S,0,4925,,,,3150,,0.62,1.3,1.3,N,3150
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,10/24/90 11:06,S,0,6525,,,,3950,,0.62,1.3,1.3,N,3950
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,10/24/90 10:59,S,0,6825,,,,3550,,0.62,1.3,1.3,N,3550
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,10/24/90 10:54,S,0,7775,,,,3875,,0.62,1.3,1.3,N,3875
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,10/24/90 10:51,S,0,7275,,,,3500,,0.62,1.3,1.3,N,3500
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,10/24/90 10:47,S,0,6975,,,,3275,,0.62,1.3,1.3,N,3275
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,10/24/90 10:47,S,0,6950,,,,3600,,0.62,1.3,1.3,N,3600
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/24/90 10:44,S,0,3450,,,,3850,,0.62,1.3,1.3,N,3850
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/24/90 10:41,S,0,9275,,,,10875,,0.62,1.3,1.3,N,10875
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/24/90 10:38,S,0,1025,,,,4425,,0.62,1.3,1.3,N,4425
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/24/90 10:34,S,0,400,,,,1000,,0.62,1.3,1.3,N,1000
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/24/90 10:30,S,0,280,,,,933,,0.62,1.3,1.3,N,933
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,10/23/90 11:54,S,0,743,,,,465,,0.68,0.68,0.68,N,465
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,10/23/90 11:48,S,0,905,,,,908,,0.68,0.68,0.68,N,908
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,10/23/90 11:43,S,0,495,,,,438,,0.68,0.68,0.68,N,438
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,10/23/90 11:37,S,0,1400,,,,1475,,0.68,0.68,0.68,N,1475
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,10/23/90 11:34,S,0,975,,,,1000,,0.68,0.68,0.68,N,1000
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,10/23/90 11:30,S,0,410,,,,1045,,0.68,0.68,0.68,N,1045
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/23/90 11:26,S,0,1375,,,,5200,,0.68,0.68,0.68,N,5200
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/23/90 11:22,S,0,323,,,,1925,,0.68,0.68,0.68,N,1925
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/23/90 11:19,S,0,335,,,,8550,,0.68,0.68,0.68,N,8550
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/23/90 11:19,S,0,525,,,,900,,0.68,0.68,0.68,N,900
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/23/90 11:15,S,0,243,,,,663,,0.68,0.68,0.68,N,663
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/23/90 11:10,S,0,148,,,,3580,,0.68,0.68,0.68,N,3580
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,10/22/90 11:33,S,0,505,,,,428,,0,0,0,N,428
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,10/22/90 11:24,S,0,565,,,,313,,0,0,0,N,313
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,10/22/90 11:14,S,0,2725,,,,725,,0,0,0,N,725
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,10/22/90 11:04,S,0,2900,,,,1423,,0,0,0,N,1423
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,10/22/90 11:04,S,0,2400,,,,1375,,0,0,0,N,1375
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,10/22/90 11:00,S,0,1263,,,,2275,,0,0,0,N,2275
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,10/22/90 10:56,S,0,825,,,,1700,,0,0,0,N,1700
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/22/90 10:52,S,0,343,,,,440,,0,0,0,N,440
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/22/90 10:48,S,0,1080,,,,2100,,0,0,0,N,2100
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/22/90 10:44,S,0,635,,,,690,,0,0,0,N,690
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/22/90 10:39,S,0,718,,,,900,,0,0,0,N,900
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/22/90 10:33,S,0,605,,,,693,,0,0,0,N,693
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/18/90 11:14,S,0,130,,,,703,,0.7,0.7,0.7,N,703
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/17/90 10:52,S,0,185,,,,1008,,0,0,0,N,1008
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/16/90 11:10,S,0,768,,,,4780,,0,0,3.34,N,4780
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/15/90 11:25,S,0,495,,,,13700,,0,3.34,3.91,N,13700
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/11/90 10:48,S,0,55,,,,763,,0.01,0.02,0.1,N,763
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/10/90 12:42,S,0,103,,,,313,,0.01,0.09,0.09,N,313
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/2/90 12:00,S,0,8,,,,308,,0,0,0.23,N,308
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/1/90 11:27,S,0,15,,,,343,,0,0.23,0.23,N,343
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,7/31/90 12:51,S,0,1505,,,,8500,,0,0,0,N,8500
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,7/31/90 12:35,S,0,128,,,,535,,0,0,0,N,535
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,7/31/90 12:18,S,0,75,,,,1780,,0,0,0,N,1780
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,7/31/90 12:03,S,0,33,,,,590,,0,0,0,N,590
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,7/31/90 11:46,S,0,73,,,,1125,,0,0,0,N,1125
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,7/31/90 11:39,S,0,80,,,,415,,0,0,0,N,415
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/31/90 11:31,S,0,23,,,,635,,0,0,0,N,635
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/31/90 11:28,B,4.27,43,,,,200,,0,0,0,N,200
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/31/90 11:21,S,0,38,,,,515,,0,0,0,N,515
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/31/90 11:20,B,4.57,80,,,,800,,0,0,0,N,800
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/31/90 11:13,S,0,35,,,,775,,0,0,0,N,775
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/31/90 11:10,B,6.1,95,,,,1635,,0,0,0,N,1635
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/31/90 11:07,B,8.53,10,,,,1440,,0,0,0,N,1440
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/31/90 11:03,S,0,10,,,,595,,0,0,0,N,595
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/31/90 10:52,S,0,18,,,,620,,0,0,0,N,620
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/31/90 10:50,B,12.5,15,,,,885,,0,0,0,N,885
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/31/90 10:43,S,0,5,,,,380,,0,0,0,N,380
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/31/90 10:40,B,9.75,8,,,,550,,0,0,0,N,550
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,7/28/90 11:40,S,0,550,,,,290,,0.01,0.01,0.01,N,290
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,7/28/90 11:24,S,0,500,,,,895,,0.01,0.01,0.01,N,895
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,7/28/90 11:09,S,0,315,,,,810,,0.01,0.01,0.01,N,810
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,7/28/90 11:00,S,0,285,,,,630,,0.01,0.01,0.01,N,630
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,7/28/90 10:51,S,0,205,,,,705,,0.01,0.01,0.01,N,705
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/28/90 10:45,S,0,205,,,,620,,0.01,0.01,0.01,N,620
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/28/90 10:37,S,0,105,,,,475,,0.01,0.01,0.01,N,475
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/28/90 10:29,S,0,135,,,,590,,0.01,0.01,0.01,N,590
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/28/90 10:24,S,0,35,,,,505,,0.01,0.01,0.01,N,505
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/28/90 10:16,S,0,55,,,,530,,0.01,0.01,0.01,N,530
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/28/90 10:09,S,0,70,,,,450,,0.01,0.01,0.01,N,450
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,7/27/90 12:10,S,0,1850,,,,800,,0,0,1.92,N,800
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,7/27/90 12:00,S,0,635,,,,800,,0,0,1.92,N,800
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,7/27/90 11:47,S,0,430,,,,1200,,0,0,1.92,N,1200
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,7/27/90 11:37,S,0,340,,,,1300,,0,0,1.92,N,1300
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,7/27/90 11:32,S,0,435,,,,1150,,0,0,1.92,N,1150
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/27/90 11:27,S,0,550,,,,1100,,0,0,1.92,N,1100
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/27/90 11:25,B,3.35,445,,,,1950,,0,0,1.92,N,1950
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/27/90 11:20,S,0,190,,,,2150,,0,0,1.92,N,2150
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/27/90 11:17,B,5.79,200,,,,1950,,0,0,1.92,N,1950
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/27/90 11:13,S,0,140,,,,2050,,0,0,1.92,N,2050
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/27/90 11:12,B,7.01,250,,,,1750,,0,0,1.92,N,1750
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/27/90 11:03,S,0,50,,,,2150,,0,0,1.92,N,2150
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/27/90 11:01,B,9.75,480,,,,4350,,0,0,1.92,N,4350
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/27/90 10:53,S,0,60,,,,1800,,0,0,1.92,N,1800
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/27/90 10:51,B,11.58,70,,,,1550,,0,0,1.92,N,1550
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/27/90 10:42,S,0,70,,,,1475,,0,0,1.92,N,1475
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/27/90 10:40,B,8.53,1160,,,,4200,,0,0,1.92,N,4200
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,7/26/90 11:56,S,0,4400,,,,6700,,0,1.92,2.71,N,6700
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,7/26/90 11:27,S,0,3950,,,,6050,,0,1.92,2.71,N,6050
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,7/26/90 11:10,S,0,2050,,,,3850,,0,1.92,2.71,N,3850
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,7/26/90 10:56,S,0,4600,,,,7900,,0,1.92,2.71,N,7900
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,7/26/90 10:44,S,0,10950,,,,14850,,0,1.92,2.71,N,14850
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,7/26/90 10:36,S,0,7000,,,,9700,,0,1.92,2.71,N,9700
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/26/90 10:28,S,0,1700,,,,12550,,0,1.92,2.71,N,12550
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/26/90 10:27,B,3.35,4150,,,,9950,,0,1.92,2.71,N,9950
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/26/90 10:21,S,0,2850,,,,22100,,0,1.92,2.71,N,22100
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/26/90 10:20,S,0,3850,,,,18850,,0,1.92,2.71,N,18850
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/26/90 10:16,S,0,2200,,,,26850,,0,1.92,2.71,N,26850
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/26/90 10:14,B,7.01,3900,,,,18050,,0,1.92,2.71,N,18050
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/26/90 10:08,S,0,2200,,,,24000,,0,1.92,2.71,N,24000
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/26/90 10:06,B,8.53,105,,,,37500,,0,1.92,2.71,N,37500
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/26/90 10:01,S,0,1060,,,,17800,,0,1.92,2.71,N,17800
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/26/90 10:00,B,9.45,25,,,,1285,,0,1.92,2.71,N,1285
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/26/90 9:52,S,0,200,,,,7950,,0,1.92,2.71,N,7950
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/26/90 9:50,B,7.92,20000,,,,20550,,0,1.92,2.71,N,20550
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,7/25/90 13:10,S,0,70000,,,,52000,,1.92,2.71,2.71,N,52000
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,7/25/90 12:51,S,0,56000,,,,29000,,1.92,2.71,2.71,N,29000
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,7/25/90 12:36,S,0,37200,,,,22500,,1.92,2.71,2.71,N,22500
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,7/25/90 12:22,S,0,14400,,,,12500,,1.92,2.71,2.71,N,12500
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,7/25/90 12:11,S,0,2090,,,,2100,,1.92,2.71,2.71,N,2100
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,7/25/90 12:04,S,0,2200,,,,6800,,1.92,2.71,2.71,N,6800
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/25/90 11:56,S,0,15100,,,,22600,,1.92,2.71,2.71,N,22600
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/25/90 11:55,B,3.96,8400,,,,35800,,1.92,2.71,2.71,N,35800
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/25/90 11:49,S,0,11300,,,,78500,,1.92,2.71,2.71,N,78500
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/25/90 11:48,B,4.27,10700,,,,36500,,1.92,2.71,2.71,N,36500
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/25/90 11:43,S,0,13000,,,,69300,,1.92,2.71,2.71,N,69300
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/25/90 11:42,B,7.32,640,,,,7600,,1.92,2.71,2.71,N,7600
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/25/90 11:36,S,0,1730,,,,3200,,1.92,2.71,2.71,N,3200
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/25/90 11:35,B,8.53,140,,,,1820,,1.92,2.71,2.71,N,1820
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/25/90 11:29,S,0,170,,,,420,,1.92,2.71,2.71,N,420
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/25/90 11:27,B,8.53,40,,,,230,,1.92,2.71,2.71,N,230
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/25/90 11:20,S,0,770,,,,9100,,1.92,2.71,2.71,N,9100
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/25/90 11:19,B,8.53,130,,,,1680,,1.92,2.71,2.71,N,1680
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,7/24/90 12:24,S,0,173,,,,800,,0.79,0.79,0.81,N,800
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,7/24/90 12:06,S,0,675,,,,6750,,0.79,0.79,0.81,N,6750
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,7/24/90 11:53,S,0,415,,,,430,,0.79,0.79,0.81,N,430
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,7/24/90 11:33,S,0,238,,,,495,,0.79,0.79,0.81,N,495
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,7/24/90 11:21,S,0,385,,,,80,,0.79,0.79,0.81,N,80
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,7/24/90 11:15,S,0,48,,,,145,,0.79,0.79,0.81,N,145
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/24/90 11:10,S,0,143,,,,148,,0.79,0.79,0.81,N,148
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/24/90 11:08,B,2.44,265,,,,270,,0.79,0.79,0.81,N,270
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/24/90 11:02,S,0,55,,,,225,,0.79,0.79,0.81,N,225
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/24/90 11:00,B,3.05,60,,,,413,,0.79,0.79,0.81,N,413
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/24/90 10:53,B,4.88,270,,,,513,,0.79,0.79,0.81,N,513
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/24/90 10:53,S,0,20,,,,118,,0.79,0.79,0.81,N,118
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/24/90 10:43,S,0,3,<,,,20,,0.79,0.79,0.81,N,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/24/90 10:41,B,5.79,13,,,,35,,0.79,0.79,0.81,N,35
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/24/90 10:32,S,0,3,,,,18,,0.79,0.79,0.81,N,18
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/24/90 10:28,B,8.23,13,,,,15,,0.79,0.79,0.81,N,15
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/24/90 10:20,B,6.4,3,,,,90,,0.79,0.79,0.81,N,90
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/24/90 10:20,S,0,35,,,,80,,0.79,0.79,0.81,N,80
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,7/23/90 12:03,S,0,383,,,,485,,0,0.02,0.02,N,485
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,7/23/90 11:43,S,0,290,,,,1375,,0,0.02,0.02,N,1375
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,7/23/90 11:27,S,0,168,,,,660,,0,0.02,0.02,N,660
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,7/23/90 11:11,S,0,10,,,,138,,0,0.02,0.02,N,138
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,7/23/90 11:00,S,0,18,,,,430,,0,0.02,0.02,N,430
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,7/23/90 10:53,S,0,5,,,,120,,0,0.02,0.02,N,120
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/23/90 10:46,S,0,13,,,,95,,0,0.02,0.02,N,95
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/23/90 10:44,B,3.05,68,,,,253,,0,0.02,0.02,N,253
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/23/90 10:37,S,0,10,,,,95,,0,0.02,0.02,N,95
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/23/90 10:34,B,5.18,38,,,,130,,0,0.02,0.02,N,130
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/23/90 10:28,S,0,3,<,,,133,,0,0.02,0.02,N,133
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,7/23/90 10:26,B,5.18,43,,,,378,,0,0.02,0.02,N,378
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/23/90 10:21,S,0,10,,,,90,,0,0.02,0.02,N,90
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/23/90 10:19,B,6.4,20,,,,203,,0,0.02,0.02,N,203
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/23/90 10:07,S,0,8,,,,200,,0,0.02,0.02,N,200
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/23/90 10:05,B,9.45,3,,,,15,,0,0.02,0.02,N,15
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/23/90 9:57,B,7.32,8,,,,35,,0,0.02,0.02,N,35
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/23/90 9:53,S,0,8,,,,103,,0,0.02,0.02,N,103
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,7/21/90 11:45,S,0,193,,,,388,,0,0.29,0.29,N,388
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,7/21/90 11:14,S,0,195,,,,1145,,0,0.29,0.29,N,1145
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,7/21/90 10:52,S,0,950,,,,508,,0,0.29,0.29,N,508
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,7/21/90 10:42,S,0,65,,,,408,,0,0.29,0.29,N,408
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,7/21/90 10:33,S,0,60,,,,195,,0,0.29,0.29,N,195
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,7/21/90 10:21,S,0,570,,,,440,,0,0.29,0.29,N,440
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/21/90 10:07,B,2.74,618,,,,998,,0,0.29,0.29,N,998
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,7/21/90 10:07,S,0,128,,,,495,,0,0.29,0.29,N,495
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/21/90 9:55,S,0,20,,,,80,,0,0.29,0.29,N,80
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,7/21/90 9:52,B,4.27,195,,,,673,,0,0.29,0.29,N,673
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/21/90 9:30,S,0,3,<,,,10,,0,0.29,0.29,N,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,7/21/90 9:26,B,6.1,58,,,,625,,0,0.29,0.29,N,625
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/21/90 9:18,S,0,3,<,,,8,,0,0.29,0.29,N,8
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,7/21/90 9:16,B,8.23,3,<,,,10,,0,0.29,0.29,N,10
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/21/90 9:03,S,0,20,,,,8,,0,0.29,0.29,N,8
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,7/21/90 8:58,B,6.4,35,,,,318,,0,0.29,0.29,N,318
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,7/20/90 11:30,S,0,1600,,,,1875,,0.29,0.29,0.29,N,1875
